Date,Open,High,Low,Close,Adj Close,Volume
2014-03-17,9.518333,9.693334,9.518333,9.693334,9.258583,110400
2014-03-18,9.646667,9.911667,9.610000,9.900000,9.455980,9600
2014-03-19,9.978333,10.023334,9.910000,9.910000,9.465533,10200
2014-03-20,9.813334,10.296667,9.813334,10.266666,9.806204,38400
2014-03-21,10.385000,10.385000,10.066667,10.076667,9.624725,32400
2014-03-24,10.191667,10.191667,9.876667,10.026667,9.576965,32400
2014-03-25,10.133333,10.228333,10.126667,10.151667,9.696360,43800
2014-03-26,10.348333,10.348333,9.935000,10.023334,9.597580,25200
2014-03-27,9.951667,9.951667,9.690000,9.695000,9.283192,18000
2014-03-28,9.888333,10.003333,9.888333,9.915000,9.493844,6600
2014-03-31,10.083333,10.275000,10.083333,10.200000,9.766742,60600
2014-04-01,10.233334,10.433333,10.233334,10.433333,9.990164,18000
2014-04-02,10.433333,10.455000,10.295000,10.426666,9.983782,54000
2014-04-03,10.433333,10.633333,10.433333,10.498333,10.052402,57000
2014-04-04,10.711667,10.711667,10.016666,10.081667,9.653433,42600
2014-04-07,9.920000,10.183333,9.733334,9.926666,9.505017,69000
2014-04-08,10.050000,10.208333,10.000000,10.166667,9.734824,25800
2014-04-09,10.333333,10.395000,10.196667,10.305000,9.867282,13200
2014-04-10,10.348333,10.366667,9.743333,9.796667,9.380540,39000
2014-04-11,9.583333,9.808333,9.443334,9.515000,9.110838,95400
2014-04-14,9.545000,9.741667,9.458333,9.458333,9.056579,26400
2014-04-15,9.683333,9.851666,9.633333,9.831667,9.414056,15600
2014-04-16,9.796667,9.796667,9.560000,9.698334,9.286383,45000
2014-04-17,9.750000,10.101666,9.750000,10.043333,9.616731,46200
2014-04-21,10.173333,10.175000,9.958333,10.160000,9.728441,42000
2014-04-22,10.256667,10.353333,9.913333,10.351666,9.911965,73800
2014-04-23,10.333333,10.380000,10.300000,10.328333,9.889625,12000
2014-04-24,10.531667,10.566667,10.328333,10.430000,9.986971,45600
2014-04-25,10.246667,10.246667,9.788333,9.791667,9.375753,33600
2014-04-28,9.826667,10.000000,9.476666,9.746667,9.332665,29400
2014-04-29,9.801666,9.911667,9.746667,9.873333,9.453949,13200
2014-04-30,9.916667,9.933333,9.881667,9.930000,9.508211,80400
2014-05-01,9.980000,10.041667,9.826667,9.826667,9.409266,56400
2014-05-02,9.928333,9.978333,9.866667,9.885000,9.465121,12600
2014-05-05,9.921667,9.921667,9.750000,9.895000,9.474699,38400
2014-05-06,9.895000,10.003333,9.818334,9.818334,9.401286,21000
2014-05-07,9.870000,9.886666,9.766666,9.830000,9.412456,19800
2014-05-08,9.955000,10.035000,9.955000,10.011666,9.586410,4800
2014-05-09,9.948334,9.948334,9.800000,9.886666,9.466718,74400
2014-05-12,10.158334,10.241667,10.121667,10.208333,9.774720,32400
2014-05-13,10.216666,10.256667,10.036667,10.036667,9.610347,15000
2014-05-14,10.053333,10.053333,9.895000,9.898334,9.477888,25200
2014-05-15,9.775000,9.775000,9.553333,9.616667,9.208183,36000
2014-05-16,9.716666,9.766666,9.671667,9.766666,9.351815,22200
2014-05-19,9.766666,10.040000,9.766666,10.040000,9.613536,16800
2014-05-20,9.943334,10.051666,9.898334,9.898334,9.477888,6600
2014-05-21,10.035000,10.058333,9.993333,9.995000,9.570448,7800
2014-05-22,10.185000,10.185000,10.148334,10.148334,9.717268,8400
2014-05-23,10.145000,10.283334,10.145000,10.283334,9.846536,14400
2014-05-27,10.213333,10.535000,10.213333,10.533334,10.085915,21000
2014-05-28,10.581667,10.668333,10.581667,10.668333,10.215183,21600
2014-05-29,10.831667,10.831667,10.688334,10.688334,10.234334,10800
2014-05-30,10.595000,10.771667,10.595000,10.768333,10.310934,25200
2014-06-02,10.835000,10.906667,10.741667,10.883333,10.421047,51000
2014-06-03,10.941667,11.116667,10.941667,11.116667,10.644472,63000
2014-06-04,11.186666,11.278334,11.100000,11.233334,10.756184,60600
2014-06-05,11.281667,11.353333,11.190000,11.353333,10.871087,41400
2014-06-06,11.443334,11.558333,11.440000,11.491667,11.003542,34200
2014-06-09,11.698334,11.750000,11.571667,11.591666,11.099294,46200
2014-06-10,11.591666,11.736667,11.523334,11.731667,11.233348,40200
2014-06-11,11.816667,11.865000,11.750000,11.770000,11.270055,30000
2014-06-12,11.860000,11.860000,11.676666,11.726666,11.228560,37800
2014-06-13,12.150000,12.385000,12.150000,12.363334,11.838186,79800
2014-06-16,12.411667,12.505000,12.323334,12.440000,11.911594,53400
2014-06-17,12.470000,12.655000,12.436666,12.606667,12.071180,33600
2014-06-18,12.536667,12.596666,12.220000,12.478333,11.948300,61200
2014-06-19,12.471666,12.471666,12.346666,12.435000,11.906807,29400
2014-06-20,12.600000,12.600000,12.473333,12.528334,11.996176,30600
2014-06-23,12.580000,12.648334,12.471666,12.500000,11.969046,58200
2014-06-24,12.440000,12.786667,12.386666,12.468333,11.938724,39600
2014-06-25,12.455000,12.586667,12.435000,12.578333,12.060817,22200
