Date,Open,High,Low,Close,Adj Close,Volume
2014-02-24,76.790001,77.180000,76.699997,76.709999,71.949867,55700
2014-02-25,76.529999,76.769997,75.940002,76.300003,71.565315,81100
2014-02-26,76.559998,77.360001,76.489998,76.820000,72.053055,54800
2014-02-27,76.800003,76.940002,76.290001,76.809998,72.043655,65600
2014-02-28,76.820000,77.040001,76.220001,76.750000,71.987396,54600
2014-03-03,76.139999,76.419998,75.610001,76.269997,71.537178,89800
2014-03-04,77.260002,77.750000,77.260002,77.620003,72.803406,296600
2014-03-05,77.739998,77.980003,77.489998,77.769997,72.944084,96400
2014-03-06,78.000000,78.379997,77.720001,78.309998,73.450569,142600
2014-03-07,78.820000,78.820000,77.980003,78.220001,73.366188,224000
2014-03-10,78.250000,78.400002,77.730003,78.089996,73.244240,50100
2014-03-11,78.250000,78.459999,77.440002,77.660004,72.840919,59500
2014-03-12,77.309998,78.309998,77.160004,78.279999,73.422462,48600
2014-03-13,78.510002,78.629997,76.610001,77.010002,72.231270,259400
2014-03-14,76.919998,77.230003,76.559998,76.570000,71.818581,59500
2014-03-17,77.070000,77.790001,77.070000,77.519997,72.709610,50100
2014-03-18,77.820000,78.669998,77.529999,78.639999,73.760094,179400
2014-03-19,78.660004,79.099998,78.110001,78.570000,73.694443,261700
2014-03-20,78.379997,80.059998,78.239998,80.019997,75.054459,177900
2014-03-21,80.269997,80.360001,79.139999,79.320000,74.397911,132000
2014-03-24,79.709999,79.769997,78.360001,79.000000,74.097778,242600
2014-03-25,79.160004,79.820000,78.970001,79.379997,74.651680,103100
2014-03-26,80.230003,80.300003,78.480003,78.480003,73.805305,128100
2014-03-27,78.500000,78.750000,77.690002,77.900002,73.259827,181200
2014-03-28,78.139999,79.029999,78.089996,78.410004,73.739464,71400
2014-03-31,79.070000,79.940002,78.930000,79.690002,74.943222,232100
2014-04-01,80.059998,80.959999,80.040001,80.959999,76.137566,207000
2014-04-02,81.110001,81.120003,80.419998,80.839996,76.024719,180900
2014-04-03,80.970001,81.699997,80.629997,80.959999,76.137566,118200
2014-04-04,81.599998,81.599998,78.559998,78.669998,73.983978,325900
2014-04-07,78.470001,79.120003,77.519997,77.959999,73.316269,265700
2014-04-08,78.080002,79.029999,78.070000,78.980003,74.275505,60400
2014-04-09,79.339996,79.849998,78.949997,79.809998,75.056084,58000
2014-04-10,79.930000,79.930000,77.260002,77.339996,72.733192,434800
2014-04-11,76.470001,77.540001,75.930000,76.129997,71.595268,390000
2014-04-14,76.750000,77.150002,76.019997,76.739998,72.168930,427000
2014-04-15,76.879997,77.470001,75.900002,77.239998,72.639145,159300
2014-04-16,77.449997,77.500000,76.000000,77.110001,72.516907,196900
2014-04-17,77.589996,78.879997,77.500000,78.559998,73.880508,118200
2014-04-21,79.099998,79.290001,78.279999,79.269997,74.548241,149100
2014-04-22,79.449997,80.190002,79.279999,79.980003,75.215958,207000
2014-04-23,80.070000,80.260002,79.709999,79.910004,75.150116,200700
2014-04-24,80.529999,80.580002,79.339996,80.360001,75.573311,82600
2014-04-25,79.550003,79.550003,77.580002,77.730003,73.099976,87300
2014-04-28,78.169998,78.339996,76.180000,77.290001,72.686165,294300
2014-04-29,77.660004,78.000000,77.300003,77.820000,73.184601,71700
2014-04-30,77.599998,78.230003,77.500000,78.209999,73.551376,51900
2014-05-01,78.120003,78.949997,77.800003,77.959999,73.316269,28500
2014-05-02,77.970001,78.559998,77.839996,78.230003,73.570183,22100
2014-05-05,77.760002,78.510002,77.540001,78.300003,73.636009,86300
2014-05-06,78.309998,78.699997,77.919998,78.000000,73.353882,74200
2014-05-07,78.349998,78.349998,77.400002,78.029999,73.382088,35200
2014-05-08,78.029999,79.650002,77.750000,78.570000,73.889931,46400
2014-05-09,78.620003,78.620003,77.790001,78.320000,73.654831,66600
2014-05-12,78.760002,79.839996,78.739998,79.750000,74.999657,56500
2014-05-13,80.059998,80.059998,79.110001,79.120003,74.407188,107400
2014-05-14,79.129997,79.139999,78.430000,78.459999,73.786476,34400
2014-05-15,78.370003,78.489998,76.980003,77.540001,72.921280,236300
2014-05-16,77.860001,78.449997,77.669998,78.400002,73.730049,68100
2014-05-19,78.339996,79.379997,78.339996,79.190002,74.473000,128200
2014-05-20,79.160004,79.449997,78.389999,78.809998,74.115631,79400
2014-05-21,79.110001,79.400002,78.820000,79.190002,74.473000,45700
2014-05-22,79.370003,79.870003,79.330002,79.550003,74.811562,88100
2014-05-23,79.629997,80.349998,79.449997,80.309998,75.526291,77900
2014-05-27,80.849998,81.300003,80.650002,81.300003,76.457321,193300
2014-05-28,81.430000,81.610001,81.000000,81.419998,76.570175,85000
2014-05-29,81.669998,81.839996,81.419998,81.570000,76.711250,50300
2014-05-30,81.709999,81.790001,81.360001,81.669998,76.805275,73200
2014-06-02,82.199997,82.349998,81.500000,82.120003,77.228477,126500
2014-06-03,82.160004,82.949997,81.940002,82.889999,77.952606,112300
2014-06-04,82.769997,83.379997,82.629997,83.260002,78.300575,212200
